country,year,migration_no,iso_alpha
Malawi,2014,5,MWI
Mozambique,2014,5,MOZ
Namibia,2014,5,NAM
Niger,2014,5,NGA
Senegal,2014,5,SEN
Togo,2014,5,TGO
Bhutan,2014,5,BTN
Bahamas,2014,5,BHS
Barbados,2014,5,BRB
Bolivia,2014,5,BOL
Dominican Republic,2014,5,DOM
Guyana,2014,5,GUY
Haiti,2014,5,HTI
Honduras,2014,5,HND
Jamaica,2014,5,JAM
Panama,2014,5,PAN
Paraguay,2014,5,PRY
Suriname,2014,5,SUR
Cote d'Ivoire,2014,5,CIV
Comoros,2014,5,COM
British Indian Ocean Terr,2014,5,IOT
Bahrain,2014,5,BHR
Belize,2014,5,BLZ
Benin,2014,5,BEN
Bermuda,2014,5,BMU
Burundi,2014,5,BDI
Central African Republic,2014,5,CAF
Costa Rica,2014,5,CRI
Cuba,2014,5,CUB
French Polynesia,2014,5,PYF
Georgia,2014,5,GEO
Grenada,2014,5,GRD
Korea,2014,5,PRK
Kosovo,2014,5,SRB
Kyrgyzstan,2014,5,KGZ
Liechtenstein,2014,5,LIE
Mauritania,2014,5,MRT
Mongolia,2014,5,MNG
Montenegro,2014,5,MNE
Rwanda,2014,5,RWA
Samoa,2014,5,WSM
Sierra Leone,2014,5,SLE
Solomon Islands,2014,5,SLB
Somalia,2014,5,SOM
Tunisia,2014,5,TUN
Uruguay,2014,5,URY
Bangladesh,2014,5,BGD
Belgium,2014,5,BEL
Brazil,2014,5,BRA
Canada,2014,5,CAN
Chile,2014,5,CHL
Colombia,2014,5,COL
Ethiopia,2014,5,ETH
Fiji,2014,5,FJI
France,2014,5,FRA
Ghana,2014,5,GHA
Italy,2014,5,ITA
Kiribati,2014,5,KIR
"Korea, Republic of",2014,5,KOR
Lebanon,2014,5,LBN
Malta,2014,5,MLT
Mexico,2014,5,MEX
Myanmar,2014,5,MMR
Netherlands,2014,5,NLD
Pakistan,2014,5,PAK
Peru,2014,5,PER
Poland,2014,5,POL
Romania,2014,5,ROU
Russian Federation,2014,5,RUS
Saudi Arabia,2014,5,SAU
Serbia,2014,5,SRB
Slovakia,2014,5,SVK
Sudan,2014,5,SDN
Thailand,2014,5,THA
Tonga,2014,5,TON
Turkey,2014,5,TUR
Ukraine,2014,5,UKR
United States of America,2014,5,USA
Zambia,2014,5,ZMB
Zimbabwe,2014,5,ZWE
Seychelles,2014,6,SYC
Guatemala,2014,6,GTM
Eritrea,2014,6,ERI
Papua New Guinea,2014,6,PNG
Libya,2014,7,LBY
Trinidad and Tobago,2014,7,TTO
Algeria,2014,7,DZA
Indonesia,2014,7,IDN
Ireland,2014,7,IRL
Mauritius,2014,7,MUS
Nauru,2014,8,NRU
Maldives,2014,8,MDV
Azerbaijan,2014,8,AZE
Moldova,2014,9,MDA
United Arab Emirates,2014,9,ARE
Gambia,2014,10,GMB
Brunei Darussalam,2014,10,BRN
Cameroon,2014,10,CMR
Cyprus,2014,10,CYP
Vanuatu,2014,10,VUT
Ecuador,2014,11,ECU
Armenia,2014,12,ARM
El Salvador,2014,12,SLV
India,2014,12,IND
Latvia,2014,13,LVA
Morocco,2014,13,MAR
China,2014,13,CHN
Vietnam,2014,14,VNM
Guinea,2014,18,GIN
Botswana,2014,19,BWA
Yemen,2014,20,YEM
Uzbekistan,2014,23,UZB
Slovenia,2014,23,SVN
Belarus,2014,25,BLR
Tanzania,2014,26,TZA
Philippines,2014,27,PHL
Bulgaria,2014,28,BGR
Kazakhstan,2014,28,KAZ
Afghanistan,2014,28,AFG
Albania,2014,28,ALB
Uganda,2014,28,UGA
Norway,2014,35,NOR
Lithuania,2014,36,LTU
United Kingdom,2014,38,GBR
Austria,2014,41,AUT
Venezuela,2014,53,VEN
Croatia,2014,61,HRV
Estonia,2014,62,EST
Finland,2014,66,FIN
Denmark,2014,68,DNK
Liberia,2014,69,LBR
Argentina,2014,80,ARG
Switzerland,2014,83,CHE
Israel,2014,88,ISR
Iraq,2014,102,IRQ
Hungary,2014,104,HUN
Portugal,2014,104,PRT
Nigeria,2014,105,NGA
Syria,2014,109,SYR
Czech Republic,2014,109,CZE
Greece,2014,112,GRC
Jordan,2014,133,JOR
Spain,2014,156,ESP
Sweden,2014,172,SWE
South Sudan,2014,231,SSD
Kenya,2014,322,KEN
Taiwan,2014,337,TWN
Iran,2014,437,IRN
Singapore,2014,457,SGP
Japan,2014,498,JPN
Nepal,2014,681,NPL
Sri Lanka,2014,911,LKA
Malaysia,2014,1086,MYS
Kiribati,2015,5,KIR
Marshall Islands,2015,5,MHL
Nauru,2015,5,NRU
Tuvalu,2015,5,TUV
Luxembourg,2015,5,LUX
San Marino,2015,5,SMR
Azerbaijan,2015,5,AZE
Georgia,2015,5,GEO
Tajikistan,2015,5,TJK
Turkmenistan,2015,5,TKM
Kuwait,2015,5,KWT
Libya,2015,5,LBY
Mauritania,2015,5,MRT
Oman,2015,5,OMN
United Arab Emirates,2015,5,ARE
Angola,2015,5,AGO
Congo,2015,5,COG
Gabon,2015,5,GAB
Gambia,2015,5,GMB
Guinea-Bissau,2015,5,GNB
Madagascar,2015,5,MDG
Namibia,2015,5,NAM
Barbados,2015,5,BRB
Belize,2015,5,BLZ
Dominican Republic,2015,5,DOM
Haiti,2015,5,HTI
Honduras,2015,5,HND
Panama,2015,5,PAN
Paraguay,2015,5,PRY
Puerto Rico,2015,5,PRI
Trinidad and Tobago,2015,5,TTO
Cote d'Ivoire,2015,5,CIV
Comoros,2015,5,COM
American Samoa,2015,5,ASM
British Indian Ocean Terr,2015,5,IOT
Bahrain,2015,5,BHR
Cameroon,2015,5,CMR
Costa Rica,2015,5,CRI
Cuba,2015,5,CUB
Eritrea,2015,5,ERI
Guatemala,2015,5,GTM
Guinea,2015,5,GIN
Guyana,2015,5,GUY
Korea,2015,5,PRK
Malawi,2015,5,MWI
Monaco,2015,5,MCO
Montenegro,2015,5,MNE
New Caledonia,2015,5,NCL
Niger,2015,5,NGA
Reunion,2015,5,REU
Rwanda,2015,5,RWA
Samoa,2015,5,WSM
Senegal,2015,5,SEN
Sierra Leone,2015,5,SLE
Somalia,2015,5,SOM
Suriname,2015,5,SUR
Togo,2015,5,TGO
Uruguay,2015,5,URY
Afghanistan,2015,5,AFG
Albania,2015,5,ALB
Argentina,2015,5,ARG
Brazil,2015,5,BRA
Canada,2015,5,CAN
Chile,2015,5,CHL
Croatia,2015,5,HRV
Ecuador,2015,5,ECU
Fiji,2015,5,FJI
France,2015,5,FRA
Indonesia,2015,5,IDN
Ireland,2015,5,IRL
Italy,2015,5,ITA
Jordan,2015,5,JOR
Kenya,2015,5,KEN
Malta,2015,5,MLT
Mauritius,2015,5,MUS
Mongolia,2015,5,MNG
Netherlands,2015,5,NLD
Pakistan,2015,5,PAK
Peru,2015,5,PER
Portugal,2015,5,PRT
Singapore,2015,5,SGP
Spain,2015,5,ESP
Sri Lanka,2015,5,LKA
Sudan,2015,5,SDN
Syria,2015,5,SYR
Taiwan,2015,5,TWN
Thailand,2015,5,THA
Tonga,2015,5,TON
United States of America,2015,5,USA
Zimbabwe,2015,5,ZWE
Iceland,2015,6,ISL
Djibouti,2015,6,DJI
Bangladesh,2015,6,BGD
Malaysia,2015,6,MYS
Vietnam,2015,6,VNM
Saudi Arabia,2015,7,SAU
Bhutan,2015,7,BTN
Armenia,2015,7,ARM
Turkey,2015,7,TUR
Maldives,2015,8,MDV
Mozambique,2015,8,MOZ
Kyrgyzstan,2015,9,KGZ
Nicaragua,2015,9,NIC
El Salvador,2015,9,SLV
Nigeria,2015,9,NGA
Bolivia,2015,10,BOL
Brunei Darussalam,2015,10,BRN
Nepal,2015,10,NPL
Seychelles,2015,11,SYC
Jamaica,2015,11,JAM
Ethiopia,2015,11,ETH
Tunisia,2015,11,TUN
Algeria,2015,12,DZA
Greece,2015,12,GRC
Lebanon,2015,12,LBN
Moldova,2015,13,MDA
Botswana,2015,14,BWA
China,2015,14,CHN
India,2015,15,IND
Yemen,2015,16,YEM
"Korea, Republic of",2015,16,KOR
Cyprus,2015,17,CYP
Uganda,2015,17,UGA
Vanuatu,2015,18,VUT
Slovenia,2015,18,SVN
Morocco,2015,19,MAR
Kosovo,2015,21,SRB
Latvia,2015,23,LVA
Solomon Islands,2015,23,SLB
Zambia,2015,26,ZMB
Belarus,2015,29,BLR
Kazakhstan,2015,29,KAZ
Tanzania,2015,30,TZA
Lithuania,2015,33,LTU
Bulgaria,2015,34,BGR
Uzbekistan,2015,34,UZB
United Kingdom,2015,35,GBR
Philippines,2015,38,PHL
Finland,2015,41,FIN
Austria,2015,43,AUT
Venezuela,2015,47,VEN
Norway,2015,49,NOR
Slovakia,2015,54,SVK
Liberia,2015,57,LBR
Denmark,2015,59,DNK
Switzerland,2015,70,CHE
Burundi,2015,75,BDI
Estonia,2015,83,EST
Serbia,2015,83,SRB
Czech Republic,2015,86,CZE
Ghana,2015,88,GHA
Hungary,2015,89,HUN
Iraq,2015,94,IRQ
Belgium,2015,96,BEL
Romania,2015,103,ROU
Mexico,2015,125,MEX
Israel,2015,134,ISR
Myanmar,2015,137,MMR
Sweden,2015,139,SWE
Papua New Guinea,2015,144,PNG
Poland,2015,189,POL
South Sudan,2015,220,SSD
Ukraine,2015,221,UKR
Russian Federation,2015,357,RUS
Colombia,2015,367,COL
Iran,2015,451,IRN
Japan,2015,489,JPN
Kiribati,2016,5,KIR
Nauru,2016,5,NRU
New Caledonia,2016,5,NCL
Tuvalu,2016,5,TUV
Andorra,2016,5,AND
Luxembourg,2016,5,LUX
San Marino,2016,5,SMR
Tajikistan,2016,5,TJK
Turkmenistan,2016,5,TKM
Bahrain,2016,5,BHR
Kuwait,2016,5,KWT
Mauritania,2016,5,MRT
Oman,2016,5,OMN
United Arab Emirates,2016,5,ARE
Botswana,2016,5,BWA
Congo,2016,5,COG
Djibouti,2016,5,DJI
Lesotho,2016,5,LSO
Madagascar,2016,5,MDG
Mali,2016,5,MLI
Mozambique,2016,5,MOZ
Namibia,2016,5,NAM
Niger,2016,5,NGA
Seychelles,2016,5,SYC
Togo,2016,5,TGO
Maldives,2016,5,MDV
Bahamas,2016,5,BHS
Barbados,2016,5,BRB
Bolivia,2016,5,BOL
Guyana,2016,5,GUY
Haiti,2016,5,HTI
Honduras,2016,5,HND
Jamaica,2016,5,JAM
Panama,2016,5,PAN
Paraguay,2016,5,PRY
Trinidad and Tobago,2016,5,TTO
Bermuda,2016,5,BMU
Burkina Faso,2016,5,BFA
Cameroon,2016,5,CMR
Cayman Islands,2016,5,CYM
Costa Rica,2016,5,CRI
Dominican Republic,2016,5,DOM
Gabon,2016,5,GAB
Georgia,2016,5,GEO
Grenada,2016,5,GRD
Guatemala,2016,5,GTM
Guinea-Bissau,2016,5,GNB
Iceland,2016,5,ISL
Korea,2016,5,PRK
Kyrgyzstan,2016,5,KGZ
Moldova,2016,5,MDA
Nicaragua,2016,5,NIC
Qatar,2016,5,QAT
Reunion,2016,5,REU
Rwanda,2016,5,RWA
Sierra Leone,2016,5,SLE
Vanuatu,2016,5,VUT
Afghanistan,2016,5,AFG
Argentina,2016,5,ARG
Bangladesh,2016,5,BGD
Burundi,2016,5,BDI
Canada,2016,5,CAN
Chile,2016,5,CHL
Ghana,2016,5,GHA
Greece,2016,5,GRC
Hungary,2016,5,HUN
Iran,2016,5,IRN
Ireland,2016,5,IRL
Italy,2016,5,ITA
Japan,2016,5,JPN
Nepal,2016,5,NPL
Nigeria,2016,5,NGA
Poland,2016,5,POL
Slovenia,2016,5,SVN
Syria,2016,5,SYR
Taiwan,2016,5,TWN
Thailand,2016,5,THA
Turkey,2016,5,TUR
Ukraine,2016,5,UKR
United States of America,2016,5,USA
Venezuela,2016,5,VEN
Vietnam,2016,5,VNM
Zimbabwe,2016,5,ZWE
Malawi,2016,6,MWI
Senegal,2016,6,SEN
Brunei Darussalam,2016,6,BRN
Montenegro,2016,6,MNE
Samoa,2016,6,WSM
Somalia,2016,6,SOM
Mauritius,2016,6,MUS
Sri Lanka,2016,6,LKA
Azerbaijan,2016,7,AZE
Libya,2016,7,LBY
Bhutan,2016,7,BTN
Cote d'Ivoire,2016,7,CIV
Denmark,2016,7,DNK
Indonesia,2016,7,IDN
Singapore,2016,7,SGP
Cuba,2016,8,CUB
Kosovo,2016,8,SRB
Uruguay,2016,8,URY
Albania,2016,8,ALB
Tonga,2016,8,TON
Latvia,2016,10,LVA
Saudi Arabia,2016,10,SAU
Armenia,2016,10,ARM
Malta,2016,10,MLT
Tunisia,2016,12,TUN
Ecuador,2016,12,ECU
El Salvador,2016,12,SLV
Kenya,2016,13,KEN
Malaysia,2016,13,MYS
Yemen,2016,14,YEM
Eritrea,2016,14,ERI
Fiji,2016,14,FJI
Lebanon,2016,15,LBN
Cyprus,2016,16,CYP
Morocco,2016,16,MAR
Algeria,2016,18,DZA
Mongolia,2016,18,MNG
Solomon Islands,2016,19,SLB
Uzbekistan,2016,20,UZB
"Korea, Republic of",2016,22,KOR
China,2016,23,CHN
Ethiopia,2016,24,ETH
Tanzania,2016,25,TZA
Uganda,2016,27,UGA
India,2016,27,IND
Philippines,2016,33,PHL
Lithuania,2016,34,LTU
Belarus,2016,34,BLR
Bulgaria,2016,40,BGR
Kazakhstan,2016,42,KAZ
Zambia,2016,43,ZMB
Norway,2016,44,NOR
Guinea,2016,48,GIN
Sudan,2016,54,SDN
Croatia,2016,55,HRV
Austria,2016,57,AUT
Slovakia,2016,60,SVK
Finland,2016,62,FIN
United Kingdom,2016,63,GBR
Romania,2016,68,ROU
Estonia,2016,72,EST
Belgium,2016,73,BEL
Israel,2016,77,ISR
Switzerland,2016,82,CHE
Serbia,2016,86,SRB
Iraq,2016,88,IRQ
Peru,2016,102,PER
Liberia,2016,105,LBR
Czech Republic,2016,112,CZE
Mexico,2016,115,MEX
Jordan,2016,116,JOR
Portugal,2016,119,PRT
Papua New Guinea,2016,126,PNG
Myanmar,2016,153,MMR
Sweden,2016,155,SWE
South Sudan,2016,166,SSD
Spain,2016,171,ESP
Netherlands,2016,268,NLD
Colombia,2016,438,COL
Russian Federation,2016,461,RUS
Brazil,2016,574,BRA
France,2016,672,FRA
Pakistan,2016,1221,PAK
